cap-shape,cap-surface,cap-color,bruises%3F,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-type,spore-print-color,population,habitat,class
convex,fibrous,white,FALSE,none,free,crowded,broad,chocolate,tapering,fibrous,smooth,white,white,partial,white,evanescent,black,scattered,grasses,edible
flat,scaly,brown,TRUE,anise,free,close,broad,brown,enlarging,smooth,scaly,white,white,partial,white,pendant,black,solitary,paths,edible
convex,smooth,white,TRUE,pungent,free,close,narrow,black,enlarging,smooth,smooth,white,white,partial,white,pendant,brown,several,urban,poisonous
bell,smooth,white,TRUE,almond,free,close,broad,brown,enlarging,smooth,smooth,white,white,partial,white,pendant,brown,numerous,grasses,edible
bell,smooth,white,TRUE,almond,free,close,broad,black,enlarging,smooth,smooth,white,white,partial,white,pendant,black,scattered,meadows,edible
bell,scaly,white,TRUE,anise,free,close,broad,brown,enlarging,smooth,smooth,white,white,partial,white,pendant,brown,numerous,grasses,edible
bell,scaly,white,TRUE,almond,free,close,broad,white,enlarging,smooth,smooth,white,white,partial,white,pendant,black,numerous,grasses,edible
convex,smooth,yellow,TRUE,almond,free,close,broad,white,enlarging,smooth,smooth,white,white,partial,white,pendant,black,scattered,grasses,edible
bell,smooth,white,TRUE,anise,free,close,broad,white,enlarging,smooth,smooth,white,white,partial,white,pendant,black,numerous,meadows,edible
convex,fibrous,yellow,TRUE,almond,free,crowded,narrow,brown,tapering,smooth,smooth,white,white,partial,white,pendant,brown,several,woods,edible
convex,fibrous,gray,FALSE,none,free,close,narrow,brown,enlarging,smooth,smooth,white,white,partial,white,pendant,brown,solitary,urban,edible
flat,scaly,yellow,TRUE,almond,free,close,broad,brown,enlarging,smooth,scaly,white,white,partial,white,pendant,brown,scattered,grasses,edible
bell,smooth,white,TRUE,anise,free,close,broad,brown,enlarging,smooth,smooth,white,white,partial,white,pendant,black,numerous,meadows,edible
convex,smooth,yellow,TRUE,almond,free,close,broad,gray,enlarging,smooth,smooth,white,white,partial,white,pendant,black,scattered,grasses,edible
convex,scaly,yellow,TRUE,almond,free,close,broad,black,enlarging,smooth,smooth,white,white,partial,white,pendant,black,scattered,grasses,edible
convex,scaly,white,TRUE,anise,free,close,broad,white,enlarging,smooth,smooth,white,white,partial,white,pendant,brown,scattered,grasses,edible
sunken,fibrous,gray,FALSE,none,free,close,narrow,pink,enlarging,smooth,smooth,white,white,partial,white,pendant,brown,several,urban,edible
convex,smooth,white,TRUE,almond,free,close,broad,brown,enlarging,smooth,smooth,white,white,partial,white,pendant,brown,numerous,meadows,edible
convex,smooth,white,TRUE,pungent,free,close,narrow,black,enlarging,smooth,smooth,white,white,partial,white,pendant,black,scattered,grasses,poisonous
convex,scaly,yellow,TRUE,almond,free,close,broad,brown,enlarging,smooth,scaly,white,white,partial,white,pendant,brown,scattered,grasses,edible
flat,fibrous,white,TRUE,almond,free,crowded,narrow,pink,tapering,smooth,smooth,white,white,partial,white,pendant,brown,several,woods,edible
convex,scaly,white,TRUE,anise,free,close,broad,gray,enlarging,smooth,smooth,white,white,partial,white,pendant,black,numerous,meadows,edible
bell,scaly,white,TRUE,anise,free,close,broad,brown,enlarging,smooth,smooth,white,white,partial,white,pendant,black,scattered,grasses,edible
convex,smooth,white,TRUE,almond,free,close,broad,gray,enlarging,smooth,smooth,white,white,partial,white,pendant,brown,numerous,grasses,edible
convex,smooth,yellow,TRUE,almond,free,close,broad,gray,enlarging,smooth,smooth,white,white,partial,white,pendant,brown,scattered,grasses,edible
convex,scaly,brown,TRUE,pungent,free,close,narrow,pink,enlarging,smooth,smooth,white,white,partial,white,pendant,black,several,urban,poisonous
bell,smooth,yellow,TRUE,almond,free,close,broad,brown,enlarging,smooth,smooth,white,white,partial,white,pendant,brown,numerous,grasses,edible
convex,fibrous,gray,FALSE,none,free,close,narrow,brown,enlarging,smooth,smooth,white,white,partial,white,pendant,black,solitary,urban,edible
convex,scaly,white,TRUE,pungent,free,close,narrow,black,enlarging,smooth,smooth,white,white,partial,white,pendant,black,scattered,urban,poisonous
convex,scaly,yellow,TRUE,anise,free,close,broad,brown,enlarging,smooth,scaly,white,white,partial,white,pendant,brown,solitary,paths,edible
flat,fibrous,brown,FALSE,none,free,close,narrow,black,enlarging,smooth,smooth,white,white,partial,white,pendant,black,several,urban,edible
bell,smooth,white,TRUE,anise,free,close,broad,black,enlarging,smooth,smooth,white,white,partial,white,pendant,brown,numerous,grasses,edible
convex,fibrous,white,TRUE,anise,free,crowded,narrow,white,tapering,smooth,smooth,white,white,partial,white,pendant,brown,several,woods,edible
convex,scaly,white,TRUE,anise,free,close,broad,white,enlarging,smooth,smooth,white,white,partial,white,pendant,black,scattered,grasses,edible
bell,scaly,yellow,TRUE,anise,free,close,broad,brown,enlarging,smooth,smooth,white,white,partial,white,pendant,brown,scattered,grasses,edible
convex,scaly,yellow,TRUE,anise,free,close,broad,brown,enlarging,smooth,scaly,white,white,partial,white,pendant,black,scattered,grasses,edible
flat,scaly,yellow,TRUE,almond,free,close,broad,pink,enlarging,smooth,scaly,white,white,partial,white,pendant,black,scattered,paths,edible
flat,scaly,yellow,TRUE,almond,free,close,broad,white,enlarging,smooth,scaly,white,white,partial,white,pendant,black,solitary,paths,edible
convex,smooth,white,TRUE,anise,free,close,broad,white,enlarging,smooth,smooth,white,white,partial,white,pendant,black,scattered,grasses,edible
convex,smooth,white,TRUE,almond,free,close,broad,white,enlarging,smooth,smooth,white,white,partial,white,pendant,brown,numerous,meadows,edible
convex,smooth,white,TRUE,pungent,free,close,narrow,brown,enlarging,smooth,smooth,white,white,partial,white,pendant,black,several,urban,poisonous
flat,fibrous,white,TRUE,almond,free,crowded,narrow,pink,tapering,smooth,smooth,white,white,partial,white,pendant,purple,several,woods,edible
convex,smooth,white,TRUE,anise,free,close,broad,white,enlarging,smooth,smooth,white,white,partial,white,pendant,brown,scattered,grasses,edible
convex,smooth,white,TRUE,anise,free,crowded,narrow,pink,tapering,smooth,smooth,white,white,partial,white,pendant,purple,several,woods,edible
convex,scaly,white,TRUE,almond,free,close,broad,brown,enlarging,smooth,smooth,white,white,partial,white,pendant,black,scattered,meadows,edible
flat,scaly,yellow,TRUE,anise,free,close,broad,white,enlarging,smooth,scaly,white,white,partial,white,pendant,black,solitary,paths,edible
convex,smooth,brown,FALSE,none,free,crowded,broad,pink,tapering,fibrous,smooth,white,white,partial,white,evanescent,black,scattered,grasses,edible
flat,scaly,yellow,TRUE,almond,free,close,broad,white,enlarging,smooth,scaly,white,white,partial,white,pendant,brown,solitary,grasses,edible
convex,smooth,brown,TRUE,pungent,free,close,narrow,pink,enlarging,smooth,smooth,white,white,partial,white,pendant,brown,scattered,grasses,poisonous
sunken,fibrous,brown,FALSE,none,free,close,narrow,gray,enlarging,smooth,smooth,white,white,partial,white,pendant,brown,several,urban,edible
bell,scaly,yellow,TRUE,anise,free,close,broad,white,enlarging,smooth,smooth,white,white,partial,white,pendant,brown,scattered,meadows,edible
bell,smooth,white,TRUE,anise,free,close,broad,brown,enlarging,smooth,smooth,white,white,partial,white,pendant,brown,scattered,grasses,edible
bell,scaly,white,TRUE,anise,free,close,broad,black,enlarging,smooth,smooth,white,white,partial,white,pendant,brown,numerous,meadows,edible
flat,fibrous,brown,FALSE,none,free,close,narrow,black,enlarging,smooth,smooth,white,white,partial,white,pendant,brown,several,urban,edible
convex,smooth,white,TRUE,almond,free,close,broad,white,enlarging,smooth,smooth,white,white,partial,white,pendant,black,numerous,meadows,edible
bell,scaly,white,TRUE,anise,free,close,broad,gray,enlarging,smooth,smooth,white,white,partial,white,pendant,black,numerous,grasses,edible
bell,scaly,white,TRUE,almond,free,close,broad,gray,enlarging,smooth,smooth,white,white,partial,white,pendant,brown,numerous,meadows,edible
flat,scaly,brown,TRUE,anise,free,close,broad,white,enlarging,smooth,scaly,white,white,partial,white,pendant,brown,scattered,grasses,edible
convex,scaly,white,TRUE,pungent,free,close,narrow,black,enlarging,smooth,smooth,white,white,partial,white,pendant,black,several,grasses,poisonous
convex,smooth,white,TRUE,almond,free,close,broad,brown,enlarging,smooth,smooth,white,white,partial,white,pendant,brown,numerous,grasses,edible
convex,scaly,white,TRUE,almond,free,close,broad,brown,enlarging,smooth,smooth,white,white,partial,white,pendant,brown,scattered,meadows,edible
flat,fibrous,white,TRUE,anise,free,crowded,narrow,white,tapering,smooth,smooth,white,white,partial,white,pendant,purple,several,woods,edible
flat,fibrous,gray,FALSE,none,free,close,narrow,gray,enlarging,smooth,smooth,white,white,partial,white,pendant,black,several,urban,edible
flat,smooth,gray,FALSE,none,free,crowded,broad,pink,tapering,smooth,smooth,white,white,partial,white,evanescent,black,abundant,grasses,edible
convex,scaly,yellow,TRUE,almond,free,close,broad,gray,enlarging,smooth,smooth,white,white,partial,white,pendant,brown,scattered,meadows,edible
bell,smooth,white,TRUE,almond,free,close,broad,black,enlarging,smooth,smooth,white,white,partial,white,pendant,brown,scattered,meadows,edible
flat,scaly,brown,TRUE,pungent,free,close,narrow,white,enlarging,smooth,smooth,white,white,partial,white,pendant,black,scattered,urban,poisonous
convex,smooth,white,TRUE,anise,free,close,broad,brown,enlarging,smooth,smooth,white,white,partial,white,pendant,black,numerous,meadows,edible
flat,smooth,brown,TRUE,pungent,free,close,narrow,white,enlarging,smooth,smooth,white,white,partial,white,pendant,black,several,urban,poisonous
convex,scaly,white,TRUE,anise,free,close,broad,black,enlarging,smooth,smooth,white,white,partial,white,pendant,brown,scattered,grasses,edible
convex,scaly,yellow,TRUE,almond,free,close,broad,black,enlarging,smooth,smooth,white,white,partial,white,pendant,brown,numerous,meadows,edible
flat,scaly,yellow,TRUE,almond,free,close,broad,brown,enlarging,smooth,scaly,white,white,partial,white,pendant,brown,scattered,paths,edible
convex,scaly,brown,TRUE,almond,free,close,broad,white,enlarging,smooth,scaly,white,white,partial,white,pendant,brown,scattered,paths,edible
flat,scaly,brown,TRUE,almond,free,close,broad,white,enlarging,smooth,scaly,white,white,partial,white,pendant,brown,solitary,grasses,edible
convex,scaly,white,TRUE,almond,free,close,broad,white,enlarging,smooth,smooth,white,white,partial,white,pendant,brown,numerous,meadows,edible
flat,fibrous,brown,FALSE,none,free,crowded,broad,chocolate,tapering,smooth,smooth,white,white,partial,white,evanescent,black,scattered,grasses,edible
convex,smooth,yellow,TRUE,anise,free,close,broad,black,enlarging,smooth,smooth,white,white,partial,white,pendant,brown,numerous,meadows,edible
convex,scaly,white,TRUE,pungent,free,close,narrow,white,enlarging,smooth,smooth,white,white,partial,white,pendant,brown,scattered,grasses,poisonous
bell,scaly,yellow,TRUE,almond,free,close,broad,brown,enlarging,smooth,smooth,white,white,partial,white,pendant,brown,numerous,meadows,edible
sunken,fibrous,brown,FALSE,none,free,close,narrow,pink,enlarging,smooth,smooth,white,white,partial,white,pendant,brown,several,urban,edible
convex,smooth,yellow,TRUE,anise,free,close,broad,black,enlarging,smooth,smooth,white,white,partial,white,pendant,black,scattered,meadows,edible
bell,scaly,white,TRUE,anise,free,close,broad,brown,enlarging,smooth,smooth,white,white,partial,white,pendant,black,numerous,meadows,edible
flat,scaly,brown,TRUE,almond,free,close,broad,brown,enlarging,smooth,scaly,white,white,partial,white,pendant,black,scattered,grasses,edible
bell,scaly,yellow,TRUE,almond,free,close,broad,gray,enlarging,smooth,smooth,white,white,partial,white,pendant,black,scattered,meadows,edible
bell,scaly,white,TRUE,almond,free,close,broad,gray,enlarging,smooth,smooth,white,white,partial,white,pendant,black,scattered,grasses,edible
convex,scaly,brown,TRUE,anise,free,close,broad,brown,enlarging,smooth,scaly,white,white,partial,white,pendant,brown,solitary,paths,edible
flat,fibrous,gray,FALSE,none,free,close,narrow,pink,enlarging,smooth,smooth,white,white,partial,white,pendant,brown,solitary,urban,edible
convex,fibrous,gray,FALSE,none,free,close,narrow,gray,enlarging,smooth,smooth,white,white,partial,white,pendant,black,solitary,urban,edible
bell,scaly,yellow,TRUE,anise,free,close,broad,brown,enlarging,smooth,smooth,white,white,partial,white,pendant,black,scattered,grasses,edible
convex,smooth,yellow,TRUE,anise,free,close,broad,brown,enlarging,smooth,smooth,white,white,partial,white,pendant,black,scattered,meadows,edible
bell,scaly,white,TRUE,anise,free,close,broad,black,enlarging,smooth,smooth,white,white,partial,white,pendant,brown,scattered,grasses,edible
convex,smooth,white,TRUE,almond,free,close,broad,gray,enlarging,smooth,smooth,white,white,partial,white,pendant,black,scattered,meadows,edible
bell,smooth,yellow,TRUE,almond,free,close,broad,gray,enlarging,smooth,smooth,white,white,partial,white,pendant,brown,numerous,meadows,edible
convex,smooth,yellow,TRUE,almond,free,close,broad,black,enlarging,smooth,smooth,white,white,partial,white,pendant,black,scattered,meadows,edible
convex,fibrous,gray,FALSE,none,free,crowded,broad,pink,tapering,fibrous,fibrous,white,white,partial,white,evanescent,black,scattered,grasses,edible
flat,smooth,yellow,TRUE,almond,free,crowded,narrow,pink,tapering,smooth,smooth,white,white,partial,white,pendant,brown,several,woods,edible
convex,scaly,white,TRUE,pungent,free,close,narrow,pink,enlarging,smooth,smooth,white,white,partial,white,pendant,black,scattered,grasses,poisonous
convex,fibrous,white,FALSE,none,free,crowded,broad,black,tapering,fibrous,smooth,white,white,partial,white,evanescent,black,abundant,grasses,edible
bell,scaly,white,TRUE,almond,free,close,broad,white,enlarging,smooth,smooth,white,white,partial,white,pendant,black,scattered,grasses,edible
convex,smooth,yellow,TRUE,anise,free,crowded,narrow,white,tapering,smooth,smooth,white,white,partial,white,pendant,brown,several,woods,edible
bell,scaly,white,TRUE,almond,free,close,broad,brown,enlarging,smooth,smooth,white,white,partial,white,pendant,black,scattered,grasses,edible
convex,scaly,white,TRUE,anise,free,close,broad,gray,enlarging,smooth,smooth,white,white,partial,white,pendant,black,scattered,grasses,edible
convex,fibrous,brown,TRUE,none,free,close,broad,pink,tapering,smooth,smooth,gray,pink,partial,white,pendant,brown,solitary,woods,edible
bell,scaly,white,TRUE,anise,free,close,broad,black,enlarging,smooth,smooth,white,white,partial,white,pendant,brown,scattered,meadows,edible
convex,smooth,yellow,TRUE,anise,free,close,broad,gray,enlarging,smooth,smooth,white,white,partial,white,pendant,brown,numerous,meadows,edible
flat,scaly,brown,TRUE,almond,free,close,broad,pink,enlarging,smooth,scaly,white,white,partial,white,pendant,black,solitary,grasses,edible
convex,fibrous,white,FALSE,none,free,crowded,broad,brown,tapering,smooth,smooth,white,white,partial,white,evanescent,brown,scattered,grasses,edible
convex,smooth,yellow,TRUE,anise,free,close,broad,white,enlarging,smooth,smooth,white,white,partial,white,pendant,black,scattered,grasses,edible
convex,scaly,white,TRUE,pungent,free,close,narrow,brown,enlarging,smooth,smooth,white,white,partial,white,pendant,brown,several,grasses,poisonous
convex,scaly,yellow,TRUE,anise,free,close,broad,brown,enlarging,smooth,smooth,white,white,partial,white,pendant,black,scattered,grasses,edible
convex,fibrous,white,TRUE,almond,free,crowded,narrow,pink,tapering,smooth,smooth,white,white,partial,white,pendant,brown,several,woods,edible
bell,smooth,yellow,TRUE,almond,free,close,broad,gray,enlarging,smooth,smooth,white,white,partial,white,pendant,brown,numerous,grasses,edible
